240) 0x172aa24dcaefcb2ef14104761d37233ca6e6c166
claimable: 267000000000000000000
investment: 10000000000000000000
----
241) 0x7be8c96a98cb2fe2fd6c59edd2a83cebb3233ba2
claimable: 238965000000000000000
investment: 8950000000000000000
----
242) 0xb4748d7f8c30c637bf1c7a801e19be5cb2da7a8f
claimable: 296000000000000000000
investment: 10000000000000000000
----
243) 0xe8b9f63bb91ed1a2ab7d8a5073a5faf45c63340f
claimable: 19670000000000000000
investment: 700000000000000000
----
244) 0xe53b3cb82815b613062dc657a9fcd6cb77ec595a
claimable: 267000000000000000000
investment: 10000000000000000000
----
245) 0xcfc8be6e4ff4e75ca8c95ed1a7efc4ea8d894d0f
claimable: 108669000000000000000
investment: 4070000000000000000
----
246) 0xef98c81bd01bc0287d6abba8ad3d9496d93ded76
claimable: 240000000000000000000
investment: 10000000000000000000
----
247) 0xf6e03430b73670dc1bddc2520bebf08b3a79fe47
claimable: 24000000000000000000
investment: 1000000000000000000
----
248) 0x0730509fac1c163e947c26cfa8a40fe76cc846d4
claimable: 59200000000000000000
investment: 2000000000000000000
----
249) 0xfba67142deca1d28118e01ff5720d5abafab6bbd
claimable: 177600000000000000000
investment: 6000000000000000000
----
250) 0x27370b2f0d172da1d506fa42efb4a71fc03f99af
claimable: 52332000000000000000
investment: 1960000000000000000
----
251) 0x5176fe6b79a153beba945f1ba0fb2fdf4f6a8dee
claimable: 56200000000000000000
investment: 2000000000000000000
----
252) 0x6eec71fc6195b0f835f19caa27b29461751128ce
claimable: 28100000000000000000
investment: 1000000000000000000
----
253) 0x21a7619492f3d5aa58345556863026bba112db56
claimable: 117480000000000000000
investment: 4400000000000000000
----
254) 0xd16b7cc8d5f93fe1bfb3187ae6a35bf3d6d3b99e
claimable: 84019000000000000000
investment: 2990000000000000000
----
255) 0x3f947d3fd2ef078f77cf01f781a7392979dff02e
claimable: 203584500000000000000
investment: 7245000000000000000
----
256) 0xcec4df3865be446e9e8d2fd9cb9e182f698c6e1b
claimable: 267000000000000000000
investment: 10000000000000000000
----
257) 0xf47ac69c3f6b7a2950523e641f09c80a0559d8e7
claimable: 281000000000000000000
investment: 10000000000000000000
----
258) 0x25e7d4c6529dc774ae1a44e686084273dab679fb
claimable: 272289000000000000000
investment: 9690000000000000000
----
259) 0xf6389ce8ff6b83c0a099206461317bc2bca10ef5
claimable: 296000000000000000000
investment: 10000000000000000000
----
260) 0x4ef240f6c76f73b1ac2d068f0309987a9f98a9e3
claimable: 296000000000000000000
investment: 10000000000000000000
----
261) 0xcb5d8b1c5f2564d541d0635576976c83842de95e
claimable: 140500000000000000000
investment: 5000000000000000000
----
262) 0x82cd4d648248322bf99d8cd587a63e77fd50b841
claimable: 28071900000000000000
investment: 999000000000000000
----
263) 0x85dcfd9d342232e008c13ea3ef47d3532115a92a
claimable: 5624000000000000000
investment: 190000000000000000
----
264) 0x72f72e91f658acfa46d6b6f2bf58ddd85193ec71
claimable: 41440000000000000000
investment: 1400000000000000000
----
265) 0x8c9a61a81863744a3c778f497f2853c9ee2c9d50
claimable: 81490000000000000000
investment: 2900000000000000000
----
266) 0x8eecf761a6ac8076f2a1c23c4f87345b24e3f477
claimable: 30067000000000000000
investment: 1070000000000000000
----
267) 0xe443ee342ccd35b2ba7018aa9816abeaa8123586
claimable: 26400000000000000000
investment: 1100000000000000000
----
268) 0x850ec325a5cea0ab75acd402c9ae4dbf04b5ed9d
claimable: 148000000000000000000
investment: 5000000000000000000
----
269) 0x337cf9b5bb45285eec16661d120c8ab51134c9aa
claimable: 264330000000000000000
investment: 9900000000000000000
----
270) 0x475131c7992a6666969b344ad8cb8b9f8e98e606
claimable: 143640000000000000000
investment: 5985000000000000000
----
271) 0xadc0b7a58ba5fbd9e8a6980350b39c52704a2f6a
claimable: 126450000000000000000
investment: 4500000000000000000
----
272) 0x30c45d0f4fba266731c0baa7b644d7854c10eeac
claimable: 281000000000000000000
investment: 10000000000000000000
----
273) 0xf81526ac03a5f38ff58eb9cd4b5caaa3d8ee6771
claimable: 252933000000000000000
investment: 10000000000000000000
----
274) 0x503bb794fe7a57a15fb7e7967af22bf341682c5b
claimable: 266466000000000000000
investment: 9980000000000000000
----
275) 0x058f3f556ce5e6364dee07b85087de0896251544
claimable: 240000000000000000000
investment: 10000000000000000000
----
276) 0x12cbbf890b773fc9c4990aa3c3333267c14dd9f8
claimable: 219750000000000000000
investment: 7500000000000000000
----
277) 0x1d3149339fdc6c70e0dd5de824d821848fdacd05
claimable: 267630000000000000000
investment: 10000000000000000000
----
278) 0xb900548e21b6cbb11f578fca70dfb80cfbeb29d5
claimable: 36060000000000000000
investment: 1400000000000000000
----
279) 0xe0951e8a48456de9d31dae4b22c2e34af80d6800
claimable: 267000000000000000000
investment: 10000000000000000000
----
280) 0x5f25a86383888f74b944576c92d4ec75b35ea66d
claimable: 16682160000000000000
investment: 624800000000000000
----
281) 0xee5cae74e334c2f1af65d19052b202c2f6bd4ab4
claimable: 29600000000000000000
investment: 10000000000000000000
----
282) 0xd072bcd737ac9747af426badb9714a44a8d4217c
claimable: 165356000000000000000
investment: 10000000000000000000
----
283) 0xe6efe00342d70cb85be60ab796ab98cc2a71f23b
claimable: 275099000000000000000
investment: 9790000000000000000
----
284) 0x3023138cb3aeeae67c4033015a39b56af582e3fc
claimable: 265665000000000000000
investment: 9950000000000000000
----
285) 0x70d79418a686ee65a449c2d06220e643155f0f14
claimable: 29600000000000000000
investment: 10000000000000000000
----
286) 0x7245aa3377401c1a0482219053edc8545d65920f
claimable: 148000000000000000000
investment: 5000000000000000000
----
287) 0x014b5bb2f3800637e0e7de077a9af4803ab81e9c
claimable: 281000000000000000000
investment: 10000000000000000000
----
288) 0xc6a3ee287edfce5bdef89121359fa63b50cb9cab
claimable: 15688000000000000000
investment: 5300000000000000000
----
289) 0xfb50effc86d5bae52dd18578d9a0c26be5c0e8c2
claimable: 296000000000000000000
investment: 10000000000000000000
----
290) 0xa58f504430a6a2d969b959a73d590c54da79f800
claimable: 56200000000000000000
investment: 2000000000000000000
----
291) 0x128c688929b28ffd468705220ecdd71a74e81b89
claimable: 28100000000000000000
investment: 1000000000000000000
----
292) 0xf1a51ea68acefc4395b5bc12a8c5d94f4d1a2470
claimable: 267000000000000000000
investment: 10000000000000000000
----
293) 0x40cc689036296a1d064805a5b913043a5177bc4e
claimable: 240000000000000000000
investment: 10000000000000000000
----
294) 0xd172e7c42e3cab1b800e254a71646111b80360e5
claimable: 207200000000000000000
investment: 7000000000000000000
----
295) 0xdc9d5636b830ce0b078dc2d546b9e1050ab60bc0
claimable: 28100000000000000000
investment: 1000000000000000000
----
296) 0xb4a7f8acb4537a2a263f829b77fa58d1cd85b706
claimable: 281000000000000000000
investment: 10000000000000000000
----
298) 0x7e0d4c8aa8ba9e422cd4414c5e0a9e720d4d2d46
claimable: 267000000000000000000
investment: 10000000000000000000
----
299) 0x871d583deb3083993b28487beb934eef155e0118
claimable: 96387000000000000000
investment: 3610000000000000000
----
300) 0x4d95ef6e08fb61207ef4d45b79d8b150d9382c7e
claimable: 61410000000000000000
investment: 2300000000000000000
----
301) 0x6c0b439b0f993202eda0a0496c4da8d23ad7c801
claimable: 29600000000000000000
investment: 10000000000000000000
----
302) 0xe9d6475a15cd0ed33f9cf8920d98b5738d6c0139
claimable: 296000000000000000000
investment: 10000000000000000000
----
303) 0x5b5d95d32f55f08480704077888d713d50c8f18f
claimable: 53400000000000000000
investment: 2000000000000000000
----
304) 0x405481f2d0031115a14e3e3af0283cae429d93fb
claimable: 296000000000000000000
investment: 10000000000000000000
----
305) 0xc531e47f882a34543cc77e92ffbba93d3ea11117
claimable: 198888300000000000000
investment: 7449000000000000000
----
306) 0x7863b0abf3926301b380c01bf7e0ff08133be6cc
claimable: 296000000000000000
investment: 100000000000000000
----
307) 0x82094dfcd0e9d8c57c89a4ffd5491f7b16833fce
claimable: 177600000000000000000
investment: 6000000000000000000
----
308) 0x2f5b28dd625ca194894165edaa4704ee75d4e4ab
claimable: 279424000000000000000
investment: 9440000000000000000
----
